id,step,Int,Div,Ext
50,6,0.0230959582073137,0.0837017445167081,0.00702568514073786
51,6,0.0230978260869565,0.0846321223345366,0.00550190172402752
54,6,0.0222222222222222,0.0822517591813701,0.0110164551328672
56,6,0.0538827258320127,0.161102609329655,0.018304882947306
57,6,0.0816326530612245,0.21354043355442,0.0100478868881428
59,6,0.182902584493042,0.362422533638374,0.0115877187372609
61,6,0.00431034482758621,0.017259664357363,0.00368830609650542
62,6,0.00804289544235925,0.0325430303979352,0.00676632483782277
63,6,0.0179122915379864,0.0685497378148708,0.0150844429866493
64,6,0.00793650793650794,0.0345214950225121,0.00692712353097437
65,6,0.0220700152207002,0.0802916804500167,0.0178390463737073
67,6,0.0155733836715432,0.0573493367971911,0.00567632720134732
68,6,0.0572390572390572,0.167155758581924,0.0275835138463869
69,6,0.0223004694835681,0.0810800995510643,0.0170474717507391
70,6,0.0176470588235294,0.0644191796438433,0.0103351847415069
50,9,0.0437580437580438,0.139928497686961,0.0131791910957358
51,9,0.123015873015873,0.305028013156817,0.0388000892999499
54,9,0.0408745247148289,0.139214947194842,0.021132069121021
56,9,0.0184804928131417,0.0703973933874129,0.0063911469846478
57,9,0.104752667313288,0.241077883606527,0.0087324455135975
59,9,0.119402985074627,0.268258228619014,0.00620865158233254
61,9,0.0225225225225225,0.0838585330207481,0.0192650923552589
62,9,0.0290350128095645,0.105042940626729,0.0250102684536049
63,9,0.0186335403726708,0.0689026726635621,0.0161284950788708
64,9,0.0172413793103448,0.0618467798625045,0.0145844950394901
65,9,0.0319018404907975,0.108989968818619,0.0261409948765277
67,9,0.0339256865912763,0.118274792643649,0.0199658225037826
68,9,0.0134357005758157,0.0499715466525935,0.00625975408023082
69,9,0.0282442748091603,0.0972321595991883,0.0218559867045847
70,9,0.0332749562171629,0.110513659505203,0.0204696705825183
50,13,0.0349206349206349,0.118130587362848,0.0120378164713156
51,13,0.1592,0.370079590586022,0.0204949265000717
54,13,0.0375191424196018,0.127850943406677,0.0187869219836159
56,13,0.0664819944598338,0.197530717130949,0.0233434249485162
57,13,0.146324549237171,0.337103911956006,0.0158735739857787
59,13,0.21301775147929,0.402609078723548,0.0141416108234237
61,13,0.0256124721603563,0.0886520583734414,0.0174207652566645
62,13,0.0169050715214564,0.0615718010969076,0.0154652055225592
63,13,0.0285714285714286,0.10079545452568,0.0244761676717341
64,13,0.0289505428226779,0.101547241120019,0.0257438261883718
65,13,0.0423076923076923,0.139490930460139,0.0340112913834632
67,13,0.0360443622920518,0.118200402658864,0.0127038483956833
68,13,0.0753341433778858,0.209650887498941,0.0388981191169137
69,13,0.0365853658536585,0.123043314742264,0.0286777957745726
70,13,0.0465489566613162,0.137748526130634,0.0254687499085314
50,18,0.0451520912547528,0.146495865971243,0.0158060466734501
51,18,0.100451467268623,0.253041972897758,0.0146039085911912
54,18,0.0275459098497496,0.093072094370624,0.0130385113267204
56,18,0.0353143841515935,0.111788621954883,0.0100031571026718
57,18,0.211462450592885,0.419802887192583,0.0203578116087907
59,18,0.14713216957606,0.311642209429104,0.00715632946363715
61,18,0.0238095238095238,0.0881201000739453,0.0169582381518795
62,18,0.0278026905829596,0.0973643277862022,0.0255129873300861
63,18,0.029082774049217,0.0999825477601669,0.024572220668494
64,18,0.0249003984063745,0.0889405524571759,0.020617959003151
65,18,0.00934579439252336,0.0359900857701931,0.00713438346859279
67,18,0.0676923076923077,0.196078994207641,0.0284374942711152
68,18,0.0288600288600289,0.0991501038418385,0.0222283949880943
69,18,0.0555555555555556,0.158122228484932,0.0394408805687873
70,18,0.0388888888888889,0.117032980872846,0.0200257130375464
50,21,0.0584636301835486,0.177835671356964,0.0185666592712977
51,21,0.0944490472245236,0.252393284219881,0.0208151435202297
54,21,0.053030303030303,0.160454130411083,0.0240121031890553
56,21,0.0818452380952381,0.240661843126845,0.0289964258527508
57,21,0.16464339908953,0.363746370179041,0.0214039263868442
59,21,0.242696629213483,0.410698135062656,0.0133916941395443
61,21,0.0279898218829517,0.0928122257174058,0.0240711633492102
62,21,0.0387409200968523,0.126489496669303,0.0351251587689191
63,21,0.0286885245901639,0.0985564434804052,0.0245424392778856
64,21,0.0216284987277354,0.0787557881406267,0.0189516320635795
65,21,0.0319383259911894,0.10831591737099,0.0255726175543167
67,21,0.0525679758308157,0.162949183513841,0.0252911752209171
68,21,0.0166358595194085,0.0639457964493366,0.0107480457381246
69,21,0.0572289156626506,0.173938467057465,0.0456667837586936
70,21,0.0796812749003984,0.221855956103295,0.0491896643045818
50,24,0.0757016248153619,0.219461478384322,0.0272291177905929
51,24,0.0754527162977867,0.20512904397844,0.0113225697443877
54,24,0.0444993819530284,0.137985245848209,0.0201009179683616
56,24,0.0523560209424084,0.150999310616157,0.0175470814701268
57,24,0.204341317365269,0.425563517999051,0.0252465701180913
59,24,0.285714285714286,0.423788971769108,0.00782679042374579
61,24,0.0453635757171448,0.146927681156484,0.0351428063585914
62,24,0.130120481927711,0.29899231508611,0.102901680491851
63,24,0.0392857142857143,0.125338865195964,0.0344102895548308
64,24,0.0393374741200828,0.12731495877332,0.0333056594244141
65,24,0.0398305084745763,0.131976113410797,0.0322146834468763
67,24,0.0470430107526882,0.149694910969725,0.0212117390839627
68,24,0.0335570469798658,0.111563210456463,0.0168722365279948
69,24,0.0209171359613838,0.0752738762327167,0.0159021107411264
70,24,0.0772569444444444,0.225457492766618,0.0488653161503309
50,30,0.0740740740740741,0.214035322223113,0.0258350975908128
51,30,0.0693430656934307,0.201781104512397,0.0137463535682354
54,30,0.121747211895911,0.30359623921064,0.0611098760136435
56,30,0.0562659846547315,0.162207555850995,0.0170558383453378
57,30,0.198835274542429,0.41153302167256,0.0217373897257716
59,30,0.316931982633864,0.490696474436967,0.0136582506759644
61,30,0.0487179487179487,0.152918189007411,0.0333438446787198
62,30,0.0418552036199095,0.137253764209066,0.0372542676812783
63,30,0.0548977395048439,0.155006268462476,0.0476611134244645
64,30,0.0435339308578745,0.13636082166499,0.0363986179225312
65,30,0.0635491606714628,0.184071396787474,0.0518515183483707
67,30,0.0637362637362637,0.185691337320004,0.0255879532825365
68,30,0.04,0.125722674613506,0.0231582875910235
69,30,0.065015479876161,0.184370896976639,0.0489570606104773
70,30,0.126377663482733,0.309834985439422,0.0727967109679814
50,33,0.0800423131170663,0.226952870127707,0.0265534704210387
51,33,0.0617760617760618,0.188466216225786,0.0160662956373815
54,33,0.0762331838565022,0.222561299592567,0.0434593167367234
56,33,0.121409921671018,0.292018536016987,0.0350046614788971
57,33,0.249557522123894,0.51616623052093,0.0509794883637509
59,33,0.283783783783784,0.508000189171754,0.0175913057757165
61,33,0.055256064690027,0.162713700629607,0.0368401605201341
62,33,0.110629067245119,0.292192480569744,0.0937393950740466
63,33,0.0417310664605873,0.138403417142639,0.0366381816363411
64,33,0.0648769574944072,0.19775022182081,0.0561514589398611
65,33,0.0341726618705036,0.110443602689578,0.0267161838845763
67,33,0.101522842639594,0.264407993262555,0.0420720466996876
68,33,0.112204724409449,0.288248673750166,0.0645455983870348
69,33,0.0969116080937167,0.262513808221311,0.077818058361676
70,33,0.0974235104669887,0.258189129931679,0.057381721023089
50,36,0.0908797937479858,0.247123973451832,0.028252878688957
51,36,0.0880121396054628,0.245888662066993,0.0197698297862578
54,36,0.0684326710816777,0.194653929870439,0.0340914197335342
56,36,0.105169340463458,0.276418687411959,0.0347658836411253
57,36,0.253237410071942,0.480491683938086,0.0328822006614921
59,36,0.307171853856563,0.474616418979553,0.0185461863477374
61,36,0.0650684931506849,0.19510616609975,0.0494390566603803
62,36,0.0824949698189135,0.228829053820526,0.0686832563565114
63,36,0.0305188199389624,0.106497555352636,0.025153172299205
64,36,0.0694789081885856,0.197695552545163,0.0587539977645488
65,36,0.0664652567975831,0.199255758616696,0.0528399963976283
67,36,0.0781963470319635,0.220587820661092,0.033421626190747
68,36,0.04,0.126926791971175,0.0211361091192225
69,36,0.0852713178294574,0.238020818016451,0.066007949506331
70,36,0.109577221742882,0.277668248569265,0.0631356161597228
50,42,0.107612594659227,0.280521465823361,0.0354856628587773
51,42,0.121980676328502,0.318808843702533,0.0231874812051063
54,42,0.0720338983050847,0.204228508585651,0.0333624064227714
56,42,0.0907534246575342,0.248931554654083,0.0302172637093493
57,42,0.218051831992851,0.428958380206259,0.0191746509712265
59,42,0.271477663230241,0.465494344394259,0.0119590065448779
61,42,0.0681818181818182,0.193173418323719,0.0482905745700347
62,42,0.0567375886524823,0.174344786789424,0.0512105043124706
63,42,0.0848484848484849,0.232721526075936,0.0772361813297411
64,42,0.0585009140767824,0.178799187035402,0.049821021856529
65,42,0.0545702592087312,0.169912966177465,0.0439673138040168
67,42,0.0871886120996441,0.245319235285307,0.0399155651231939
68,42,0.0237762237762238,0.0854202447318423,0.0143505902056569
69,42,0.103155339805825,0.275289626934937,0.0813790922641395
70,42,0.102972399150743,0.270948540601826,0.0618249649967319
50,48,0.13801987486198,0.333852132762959,0.0441200424208946
51,48,0.220417633410673,0.479511760871132,0.0493686977276599
54,48,0.0906344410876133,0.254835299710254,0.0443185716875807
56,48,0.189830508474576,0.434265404267878,0.0722163560028077
57,48,0.252272727272727,0.476864326262178,0.0247831112604948
59,48,0.293423271500843,0.510656555962688,0.0218942832429376
61,48,0.100219458668617,0.272322244235298,0.073900359748878
62,48,0.0625,0.181570954600616,0.058606007700295
63,48,0.121019108280255,0.260030474909272,0.113832929978065
64,48,0.101722723543888,0.271373778515872,0.0863618394795565
65,48,0.0772413793103448,0.219270380219116,0.0611520189383149
67,48,0.0710627400768246,0.205851623982051,0.0325149970575043
68,48,0.0869017632241814,0.236608355511333,0.0456373654290703
69,48,0.102928127772848,0.272283855453725,0.0794476649982549
70,48,0.147766323024055,0.366682040324141,0.0911232506086744
50,54,0.16289825282631,0.386970381776116,0.0549960470184873
51,54,0.246777163904236,0.513703752125512,0.0383714155805165
54,54,0.0701754385964912,0.188525545333114,0.0345144298231427
56,54,0.273224043715847,0.507674790158965,0.102066723539895
57,54,0.2464,0.493180514388428,0.0348239279049683
59,54,0.422764227642276,0.551105439890896,0.0231117011357662
61,54,0.0712121212121212,0.207409807773371,0.0534733364189446
62,54,0.0623885918003565,0.183930179333543,0.055320027111215
63,54,0.128205128205128,0.304875349632232,0.118450589746162
64,54,0.0625,0.186532673548265,0.0528635592916585
65,54,0.114074074074074,0.287995020380562,0.091229760327715
67,54,0.15096065873742,0.363250076219398,0.0681659001732663
68,54,0.0616302186878728,0.182967311334936,0.0372504395974902
69,54,0.0983606557377049,0.259872749548309,0.0724440684991663
70,54,0.115384615384615,0.29231081683053,0.0708969053700493
50,61,0.169853768278965,0.393464339003412,0.0523093534959419
51,61,0.135542168674699,0.339331045659996,0.0379011257132644
54,61,0.0958408679927667,0.255229505436921,0.0456224411856802
56,61,0.236514522821577,0.513738755219103,0.0997941481180728
57,61,0.254139668826494,0.504538005684863,0.0382601977562609
59,61,0.376811594202899,0.567148407978622,0.0303960683487671
61,61,0.0993150684931507,0.262849329389331,0.0712844396345192
62,61,0.104619565217391,0.275318883758789,0.0962975230471997
63,61,0.087527352297593,0.233294446384399,0.0726521988884081
64,61,0.0747295968534907,0.216021438016395,0.0644937243882468
65,61,0.0936170212765957,0.259478155117514,0.0754965877672259
67,61,0.085140562248996,0.234300689501444,0.0369252141225307
68,61,0.129251700680272,0.327199337721287,0.0812491817752048
69,61,0.111524163568773,0.288417410818416,0.0855065926764263
70,61,0.0904311251314406,0.248933141888459,0.0575788759913803
50,82,0.202743249035577,0.441630567169361,0.0621310908019683
51,82,0.244117647058824,0.506433913197736,0.03890576231322
54,82,0.133333333333333,0.332260536758293,0.0598014923620941
56,82,0.101075268817204,0.258068934602193,0.0299293532880784
57,82,0.244864420706656,0.513283897245331,0.0446890266382984
59,82,0.281437125748503,0.493182189994628,0.0260252266250466
61,82,0.0835734870317003,0.233425542953789,0.0648713857434346
62,82,0.127844712182062,0.319806242678844,0.11139127644069
63,82,0.125628140703518,0.304684916964174,0.119040201215462
64,82,0.0986193293885602,0.264212164695026,0.082115017310635
65,82,0.115562403697997,0.28603126193083,0.0913820812473052
67,82,0.187092095721537,0.417465951807918,0.0689977884718584
68,82,0.124242424242424,0.317867786523085,0.0732257957345934
69,82,0.142857142857143,0.335945567206235,0.0976894416197794
70,82,0.150802139037433,0.354503407128143,0.0881465794732048
50,120,0.181391378574477,0.4073953835323,0.0589416938680534
51,120,0.302013422818792,0.499076524061294,0.0480092988982272
54,120,0.110344827586207,0.276104454971084,0.0473088070419136
56,120,0.199453551912568,0.438781146927831,0.0768727333019817
57,120,0.252783964365256,0.500333562821374,0.0335194272425941
59,120,0.480519480519481,0.614999366951373,0.0358786548803237
61,120,0.166666666666667,0.379111274434897,0.112153300125445
62,120,0.12463768115942,0.317438227593257,0.112130535940478
63,120,0.120754716981132,0.282604732513773,0.111335872920201
64,120,0.111924686192469,0.293786424303315,0.0945595205016574
65,120,0.143137254901961,0.34645686024238,0.113206145827754
67,120,0.218493661446682,0.463158018075697,0.0903619350851632
68,120,0.109929078014184,0.264124386923762,0.0497670969391483
69,120,0.191247974068071,0.416068507932562,0.144902889683551
70,120,0.2203182374541,0.466431684752492,0.134460852309715
72,12,0.1875000,0.4269833,0.3674501
73,12,0.1875000,0.4269833,0.3674501
74,12,0.1875000,0.4269833,0.3674501
75,12,0.1875000,0.4269833,0.3674501
76,12,0.1875000,0.4269833,0.3674501
77,12,0.1875000,0.4269833,0.3674501
78,12,0.1875000,0.4269833,0.3674501
79,12,0.1875000,0.4269833,0.3674501
80,12,0.1875000,0.4269833,0.3674501
81,12,0.1875000,0.4269833,0.3674501
82,12,0.1875000,0.4269833,0.3674501
83,12,0.1875000,0.4269833,0.3674501
72,24,0.3010753,0.5749105,0.3883184
73,24,0.3010753,0.5749105,0.3883184
74,24,0.3010753,0.5749105,0.3883184
75,24,0.3010753,0.5749105,0.3883184
76,24,0.3010753,0.5749105,0.3883184
77,24,0.3010753,0.5749105,0.3883184
78,24,0.3010753,0.5749105,0.3883184
79,24,0.3010753,0.5749105,0.3883184
80,24,0.3010753,0.5749105,0.3883184
81,24,0.3010753,0.5749105,0.3883184
82,24,0.3010753,0.5749105,0.3883184
83,24,0.3010753,0.5749105,0.3883184
72,36,0.4175824,0.6813100,0.3982034
73,36,0.4175825,0.6813100,0.3982034
74,36,0.4175826,0.6813100,0.3982034
75,36,0.4175827,0.6813100,0.3982034
76,36,0.4175828,0.6813100,0.3982034
77,36,0.4175829,0.6813100,0.3982034
78,36,0.4175830,0.6813100,0.3982034
79,36,0.4175831,0.6813100,0.3982034
80,36,0.4175832,0.6813100,0.3982034
81,36,0.4175833,0.6813100,0.3982034
82,36,0.4175834,0.6813100,0.3982034
83,36,0.4175835,0.6813100,0.3982034
72,48,0.4367816,0.7267099,0.3967685
73,48,0.4367816,0.7267099,0.3967685
74,48,0.4367816,0.7267099,0.3967685
75,48,0.4367816,0.7267099,0.3967685
76,48,0.4367816,0.7267099,0.3967685
77,48,0.4367816,0.7267099,0.3967685
78,48,0.4367816,0.7267099,0.3967685
79,48,0.4367816,0.7267099,0.3967685
80,48,0.4367816,0.7267099,0.3967685
81,48,0.4367816,0.7267099,0.3967685
82,48,0.4367816,0.7267099,0.3967685
83,48,0.4367816,0.7267099,0.3967685
72,60,0.5000000,0.7256926,0.4066748
73,60,0.5000000,0.7256926,0.4066748
74,60,0.5000000,0.7256926,0.4066748
75,60,0.5000000,0.7256926,0.4066748
76,60,0.5000000,0.7256926,0.4066748
77,60,0.5000000,0.7256926,0.4066748
78,60,0.5000000,0.7256926,0.4066748
79,60,0.5000000,0.7256926,0.4066748
80,60,0.5000000,0.7256926,0.4066748
81,60,0.5000000,0.7256926,0.4066748
82,60,0.5000000,0.7256926,0.4066748
83,60,0.5000000,0.7256926,0.4066748
72,72,0.5595238,0.7728918,0.4167906
73,72,0.5595238,0.7728918,0.4167906
74,72,0.5595238,0.7728918,0.4167906
75,72,0.5595238,0.7728918,0.4167906
76,72,0.5595238,0.7728918,0.4167906
77,72,0.5595238,0.7728918,0.4167906
78,72,0.5595238,0.7728918,0.4167906
79,72,0.5595238,0.7728918,0.4167906
80,72,0.5595238,0.7728918,0.4167906
81,72,0.5595238,0.7728918,0.4167906
82,72,0.5595238,0.7728918,0.4167906
83,72,0.5595238,0.7728918,0.4167906
72,84,0.5411765,0.7662603,0.4258513
73,84,0.5411765,0.7662603,0.4258513
74,84,0.5411765,0.7662603,0.4258513
75,84,0.5411765,0.7662603,0.4258513
76,84,0.5411765,0.7662603,0.4258513
77,84,0.5411765,0.7662603,0.4258513
78,84,0.5411765,0.7662603,0.4258513
79,84,0.5411765,0.7662603,0.4258513
80,84,0.5411765,0.7662603,0.4258513
81,84,0.5411765,0.7662603,0.4258513
82,84,0.5411765,0.7662603,0.4258513
83,84,0.5411765,0.7662603,0.4258513
72,96,0.6219512,0.7795326,0.4195335
73,96,0.6219512,0.7795326,0.4195335
74,96,0.6219512,0.7795326,0.4195335
75,96,0.6219512,0.7795326,0.4195335
76,96,0.6219512,0.7795326,0.4195335
77,96,0.6219512,0.7795326,0.4195335
78,96,0.6219512,0.7795326,0.4195335
79,96,0.6219512,0.7795326,0.4195335
80,96,0.6219512,0.7795326,0.4195335
81,96,0.6219512,0.7795326,0.4195335
82,96,0.6219512,0.7795326,0.4195335
83,96,0.6219512,0.7795326,0.4195335
72,108,0.6835443,0.7888573,0.4147446
73,108,0.6835443,0.7888573,0.4147446
74,108,0.6835443,0.7888573,0.4147446
75,108,0.6835443,0.7888573,0.4147446
76,108,0.6835443,0.7888573,0.4147446
77,108,0.6835443,0.7888573,0.4147446
78,108,0.6835443,0.7888573,0.4147446
79,108,0.6835443,0.7888573,0.4147446
80,108,0.6835443,0.7888573,0.4147446
81,108,0.6835443,0.7888573,0.4147446
82,108,0.6835443,0.7888573,0.4147446
83,108,0.6835443,0.7888573,0.4147446
72,120,0.6710526 ,0.7756613,0.4302833
73,120,0.6710526 ,0.7756613,0.4302833
74,120,0.6710526 ,0.7756613,0.4302833
75,120,0.6710526 ,0.7756613,0.4302833
76,120,0.6710526 ,0.7756613,0.4302833
77,120,0.6710526 ,0.7756613,0.4302833
78,120,0.6710526 ,0.7756613,0.4302833
79,120,0.6710526 ,0.7756613,0.4302833
80,120,0.6710526 ,0.7756613,0.4302833
81,120,0.6710526 ,0.7756613,0.4302833
82,120,0.6710526 ,0.7756613,0.4302833
83,120,0.6710526 ,0.7756613,0.4302833
72,132,0.7466667,0.7709763,0.4419910
73,132,0.7466667,0.7709763,0.4419910
74,132,0.7466667,0.7709763,0.4419910
75,132,0.7466667,0.7709763,0.4419910
76,132,0.7466667,0.7709763,0.4419910
77,132,0.7466667,0.7709763,0.4419910
78,132,0.7466667,0.7709763,0.4419910
79,132,0.7466667,0.7709763,0.4419910
80,132,0.7466667,0.7709763,0.4419910
81,132,0.7466667,0.7709763,0.4419910
82,132,0.7466667,0.7709763,0.4419910
83,132,0.7466667,0.7709763,0.4419910
